sample_id,z,y
441166,1,0.07471751483068376
1326338,0,0.08584243226588048
2156571,0,0.03811200585576426
3067860,0,4.915848459673745
371049,1,0.056225166039716716
3069025,0,0.07765988660449352
1459597,0,0.029518878325049708
3183826,1,0.09386400596188248
2135715,1,0.05560918329372717
2611741,1,52.89676055973508
3078437,0,5.201833473096663
2797151,0,0.07477722598664387
1622035,1,0.046516529870137845
1793091,0,5.431929921707173
2810869,0,0.03684510843196299
2846496,0,0.0012324906529404267
3182444,1,0.10270386587529323
1775415,0,0.14260269838941106
3745154,0,0.11571757578131352
1634365,1,0.13416179069631456
2575572,1,0.10760976339084591
3106294,1,0.061201247176537896
2690895,1,0.1875767863914818
366423,0,0.18819984639528295
464701,0,-0.07093603558069032
1910141,1,0.12307133589520652
1479799,1,0.10126630282086745
1362712,1,0.09943780188055884
1274499,1,0.21175893988001332
1589355,1,0.07648204937402034
2010700,1,0.10257416805346388
584148,0,0.12158077465668728
307213,1,0.2275807504452139
221834,1,0.08322683997845995
1890197,0,0.07030713210640419
3065555,0,0.019831500891514073
1951147,1,27.379447344738598
1204785,0,0.06924308984218133
2003911,1,0.06086842223710637
2742098,0,0.03238840233274989
2795477,0,0.10660931843391408
2460402,0,4.607754585165184
2689773,0,1.3006825839761458
3764411,0,3.2485503967080183
2272366,1,0.048916583979240535
1374339,0,0.059813108350684055
1862178,1,0.04619836991135576
3381766,1,57.504927936471574
1787577,0,0.02798629032982277
2484455,1,0.012855701484666901
731541,0,0.05983500591729646
700082,0,2.9434650820433803
2982682,0,40.91600445966481
3294100,1,0.17032876876035524
852622,1,167.48411904157987
3832289,1,0.009360055056696653
2792665,0,0.06277943590812389
1692167,0,0.03654653138536
3361162,0,0.1018610730773331
1094365,0,0.08888441234063671
939482,1,0.10611234496371151
2502379,1,0.10840029261159109
2592691,0,4.800683223025817
489767,0,5.086431112873737
458383,0,3.099559676487849
2745497,1,0.5215528790682804
2795331,1,0.13353857662443153
2906587,1,0.059422947072662505
2821703,0,0.022237304408060897
1597751,1,0.11953112679337616
357281,0,0.184499752473412
2685531,0,0.059562511055170644
2495477,1,0.06460789162999273
1137697,0,0.121277915591515
437449,1,0.07237764183536717
3851264,0,0.06041871226864065
2860092,0,0.05391041905825083
977603,1,0.22938683266362492
655348,0,0.23295873732070102
2442676,0,0.10273186127084144
3862942,1,0.2918233409126267
3785742,0,0.19185797462212106
3084835,0,0.06565731814709304
2678466,1,0.153559191129579
2861364,1,0.056041913322144934
2211784,1,0.07569942051426873
2456100,1,0.036368805951710555
2214676,1,0.1247183613283849
1274511,0,0.1300640691213952
2777716,0,0.05327845794576665
3308525,1,29.483319332786895
924342,1,0.04289517302973004
1345166,0,0.02876340329436457
1134386,1,23.358618909407674
319786,1,0.09305086695746315
2252140,0,0.0950219937996095
723631,1,60.65358604267702
1364631,0,0.05738590111663747
2431188,1,0.09671817959566202
3018355,1,0.04391661048968073
2185957,1,0.08553194114607716
1872648,1,0.12738478750520463
2571317,1,-0.00473907423035725
1018032,0,5.868549515988077
2032557,0,0.06271449145901305
970819,0,4.452922090600498
1643525,1,0.14976608349741327
2012284,0,-0.036898386462269096
665003,1,0.03193578723392329
1240255,0,0.021369088942424234
3115882,1,38.76968182308274
2933422,0,0.01203398750071475
1481355,0,1.8880885834093384
611442,1,0.4735844901664522
1456895,1,0.04870104082876361
488340,0,-0.023252981419869007
2822455,0,0.08389932871853725
2922422,1,0.04435071454649692
1779532,1,0.2011531088095388
2396705,1,0.3350985702431845
2623516,0,7.437297262891182
3889065,0,0.07904090207411074
2788360,1,0.056620734757095184
577500,0,3.0148926850414064
2909145,0,0.156093709721068
1754268,0,0.03281997618466402
205182,0,0.22526891933861914
1507310,1,0.06272892008888581
2195128,0,0.08566845457645182
1041085,0,122.13817907448787
205816,0,0.1929971125183111
3148637,0,0.1308063079873333
1996918,1,0.06586859755240883
3417676,0,0.10909942610089617
494977,0,0.0650619021984602
1695238,1,0.04906000951163867
2986415,1,0.08865213583558725
2735651,0,45.91354598423149
2834161,0,0.08985022774970397
1919620,0,0.1787446536740168
1784254,0,0.06578086203742235
1469236,1,0.035619759962270674
2881971,0,0.1471883509618317
891377,0,0.1494172077548769
