,sample_id,y0,y1
0,2631171,16.02055491466877,16.079885550686353
1,1712226,16.01303689654975,16.072367532567327
2,2851322,16.013740336705016,16.073070972722597
3,2509585,16.388846328143252,16.448176964160822
4,3871370,15.631988907217282,15.691319543234862
5,2416382,15.320667698430883,15.379998334448466
6,360552,15.796022764659456,15.85535340067704
7,1751255,16.058008548408168,16.117339184425745
8,3912342,16.17937885890427,16.23870949492184
9,383142,15.908931178214296,15.96826181423188
10,3116060,16.22769536513617,16.287026001153745
11,1088576,15.865518942597301,15.924849578614879
12,1991404,15.965831615960813,16.025162251978394
13,3167045,16.32357318353015,16.382903819547728
14,1898861,16.024844415859057,16.084175051876635
15,859139,16.44345917265214,16.50278980866972
16,1158140,16.17602369003532,16.235354326052896
17,246459,16.006288217398048,16.065618853415625
18,1761228,15.923183136576181,15.982513772593762
19,2273245,15.682669953947196,15.742000589964775
20,2666759,15.799240138708965,15.858570774726536
21,2618297,16.307556433434556,16.366887069452137
22,1147162,15.262377695959694,15.321708331977277
23,3442743,15.871887496357742,15.93121813237532
24,2891272,16.357668496431337,16.416999132448904
25,3474034,16.288795435730975,16.348126071748556
26,1490830,16.224350998934206,16.283681634951787
27,2275222,16.045440714821464,16.10477135083904
28,1484397,15.567865757891227,15.627196393908807
29,1731814,16.084301164881953,16.14363180089953
30,1319480,16.15340236113824,16.21273299715582
31,205037,16.291974661254276,16.351305297271857
32,2736394,16.079502391884734,16.13883302790231
33,435765,15.779159835511269,15.83849047152885
34,736932,16.292103134171178,16.351433770188763
35,2277158,15.669896669553944,15.72922730557152
36,3457907,15.684491855911176,15.743822491928753
37,2885124,15.724540096028994,15.78387073204657
38,2162013,15.530179571698609,15.589510207716188
39,1526594,15.831361184264615,15.890691820282193
40,1699984,15.725468903457207,15.784799539474783
41,3941601,16.222331076689027,16.2816617127066
42,2505969,16.102716324655095,16.162046960672665
43,424518,16.089907533251864,16.149238169269434
44,2505273,15.737724091889948,15.797054727907533
45,994460,16.169057683348775,16.228388319366356
46,1534376,15.709842720748325,15.769173356765904
47,3869980,16.192737067711413,16.252067703728997
48,3458395,16.140886766340778,16.200217402358355
49,3845202,15.925283276708221,15.984613912725795
50,3240975,16.188956384570652,16.24828702058823
51,2594180,15.89073873971134,15.95006937572892
52,1263537,15.893869025690824,15.953199661708396
53,2680538,16.133266872340116,16.192597508357693
54,3848081,15.438775112786686,15.498105748804267
55,892771,15.82493589090775,15.884266526925327
56,3422965,16.103800859568707,16.163131495586285
57,2545091,16.20549076394941,16.264821399966987
58,225864,16.376528256685223,16.435858892702797
59,952463,15.824960389630165,15.884291025647737
60,2044213,16.032274380264464,16.091605016282045
61,1648498,16.099980683555355,16.159311319572936
62,1375596,16.045172407802017,16.104503043819594
