sample_id,y0,y1
916567,-9.116253510800604,-8.104645016111434
2270365,-9.492719024930247,-8.481110530241077
3673303,-11.028514922818966,-10.016906428129797
1366639,-20.764575448844575,-19.752966954155404
1135909,-19.602135549331642,-18.59052705464247
2876130,-8.998723952340582,-7.987115457651413
954042,-8.830429812843885,-7.818821318154717
240865,-9.114878267407127,-8.103269772717956
3859605,-24.23873427738309,-23.22712578269392
1756385,-22.441579887199723,-21.429971392510552
2697237,-9.87173036802992,-8.86012187334075
3894166,-9.077890729618057,-8.066282234928886
634061,-22.965535561076603,-21.953927066387433
2584073,-23.424592584192517,-22.412984089503347
3750080,-9.135513680009465,-8.123905185320295
1974469,-9.444237134114926,-8.432628639425756
607444,-9.329394974801309,-8.31778648011214
3753232,-8.610916990688915,-7.599308495999747
3901317,-8.7799298573641,-7.7683213626749295
1565074,-8.69365790252833,-7.682049407839161
3025368,-22.94807766955618,-21.93646917486701
3490767,-9.261047034615313,-8.249438539926143
1637169,-8.475469935611542,-7.463861440922372
957920,-8.762348637248058,-7.750740142558889
3681247,-9.130525973439328,-8.118917478750157
3497602,-24.22629898092607,-23.2146904862369
2496773,-8.537673711883556,-7.526065217194386
924967,-23.74582025966434,-22.734211764975175
357815,-10.253285542018443,-9.241677047329274
3036383,-9.273873656988597,-8.262265162299428
251168,-11.831415230320523,-10.819806735631353
356063,-9.31542055899138,-8.30381206430221
2014897,-8.71539122641013,-7.703782731720961
1594551,-9.042180132220745,-8.030571637531574
1585696,-8.175527375995655,-7.1639188813064845
843090,-8.561081644605173,-7.549473149916002
387390,-9.191475426729419,-8.17986693204025
1396951,-8.621105434205143,-7.609496939515973
3279678,-8.816271302560027,-7.804662807870858
3414404,-8.931172965828926,-7.919564471139755
280863,-9.053213912797231,-8.041605418108063
3401960,-9.087757685929663,-8.076149191240493
3088212,-9.717841816106434,-8.706233321417265
2676280,-22.279923233010486,-21.268314738321315
2926444,-8.82897747047846,-7.8173689757892895
3874878,-9.216137204535213,-8.204528709846043
2420098,-9.238223486600509,-8.22661499191134
3845786,-7.878753707863522,-6.867145213174352
2233984,-8.058684837665933,-7.047076342976762
2191644,-8.063794057461877,-7.052185562772706
2646190,-9.697864723737716,-8.686256229048546
3141674,-8.906942585333748,-7.895334090644578
370132,-7.853012097809839,-6.841403603120669
1291015,-9.011623988939602,-8.000015494250432
2124920,-22.936005825233003,-21.924397330543833
1946040,-8.712927854899608,-7.701319360210436
1841550,-8.872936042626907,-7.861327547937736
1046173,-19.967495671828704,-18.955887177139534
3228791,-9.034016026913186,-8.022407532224015
1023302,-8.94390525227035,-7.932296757581179
1693905,-7.909598113411486,-6.897989618722316
3653619,-9.815685579789266,-8.804077085100097
1482281,-9.228043898877534,-8.216435404188363
2025922,-23.27519983244306,-22.26359133775389
1163103,-8.33820952970996,-7.32660103502079
3890648,-8.792561372107878,-7.780952877418707
2163865,-8.756190481445673,-7.744581986756502
3476453,-9.307767259089275,-8.296158764400104
2261002,-8.488399476157536,-7.476790981468365
1910375,-8.600055070797538,-7.588446576108368
1015378,-9.25515072089073,-8.24354222620156
1649543,-8.706968075784708,-7.695359581095539
1010001,-22.871949957445057,-21.860341462755887
3154713,-8.307412100526435,-7.295803605837265
3232080,-8.845243503415325,-7.833635008726155
1978138,-23.833697807747416,-22.822089313058246
1279507,-8.852052041272751,-7.8404435465835824
1500715,-22.962771315927416,-21.951162821238245
945463,-9.747614264711414,-8.736005770022244
405846,-10.033424605477919,-9.021816110788748
250775,-8.49512036301378,-7.48351186832461
2617194,-8.460454511292959,-7.448846016603789
281547,-8.49957714261671,-7.4879686479275405
3486290,-8.774689171632433,-7.763080676943262
382830,-9.04874019242689,-8.03713169773772
492298,-8.645696279753006,-7.634087785063836
1260707,-8.445608502134943,-7.434000007445773
2986577,-9.36029957449392,-8.34869107980475
1317700,-8.56661548900546,-7.55500699431629
2049743,-9.207454971060839,-8.19584647637167
2231322,-23.61124209961709,-22.59963360492792
2486597,-7.9811596741623045,-6.969551179473134
3657799,-8.400572143907263,-7.388963649218092
227352,-8.793787473085821,-7.782178978396652
554671,-22.92547063821394,-21.91386214352477
1267021,-22.76265221830106,-21.75104372361189
2868737,-9.216795361664367,-8.205186866975199
2516325,-8.941043030219921,-7.92943453553075
1115122,-24.231685154544266,-23.220076659855096
3542048,-8.17543287609107,-7.163824381401899
3421663,-8.928153408392106,-7.9165449137029364
1561345,-9.292185008025061,-8.280576513335891
2867363,-9.231100106087341,-8.21949161139817
1195306,-8.624896125284907,-7.613287630595738
2848430,-8.770542621213638,-7.758934126524469
1978223,-9.290502238924823,-8.278893744235653
2909959,-8.214421788253672,-7.202813293564503
3171537,-9.279439977773816,-8.267831483084645
447266,-8.710336781742095,-7.698728287052926
346718,-10.18180048622551,-9.17019199153634
2120184,-22.489048004082754,-21.477439509393584
3133441,-8.877874570598935,-7.866266075909767
2992968,-9.152035538539565,-8.140427043850396
3773653,-8.633761095130001,-7.62215260044083
1748653,-9.171518346957297,-8.159909852268127
1392528,-9.554731604722738,-8.543123110033568
3517719,-8.920258188674923,-7.908649693985753
353084,-8.359466309796936,-7.3478578151077665
2167220,-8.992916019718404,-7.981307525029234
1213825,-9.235723029443351,-8.224114534754182
1934589,-9.248424946370998,-8.236816451681829
1903006,-9.086137486361183,-8.074528991672013
241306,-9.451263348606268,-8.439654853917098
1608800,-9.469825684556083,-8.458217189866915
662689,-8.983149696656866,-7.971541201967696
3442909,-8.483656795947198,-7.4720483012580265
1632109,-8.75084175781843,-7.739233263129261
333333,-10.494510461241546,-9.482901966552376
3402954,-8.358144225690037,-7.346535731000866
3676792,-9.576762550486219,-8.56515405579705
2483721,-8.966720307734096,-7.955111813044927
3472415,-7.917507421852118,-6.905898927162948
1165237,-8.856786004929532,-7.8451775102403625
2488640,-10.049798184876318,-9.038189690187147
433212,-24.284832030770808,-23.273223536081638
661373,-9.512201047644792,-8.500592552955622
2754502,-9.309059015435018,-8.297450520745848
2877500,-9.353704258041656,-8.342095763352486
