sample_id,y0,y1
2866145,-50.28730964245517,-49.5487816227978
2538057,-50.01911052436008,-49.28058250470271
3319773,-49.91625065123277,-49.1777226315754
722139,-49.84929085256284,-49.110762832905465
1727882,-49.60637324330749,-48.867845223650114
1703608,-49.93180547295343,-49.193277453296055
1223326,-50.02903512086113,-49.29050710120376
2196246,-55.6827777660033,-54.94424974634593
2806201,-56.596742442850434,-55.85821442319306
417011,-50.47783854950095,-49.73931052984358
3024049,-56.418804198491515,-55.68027617883414
1957343,-49.87315608922624,-49.13462806956887
2457945,-50.35410307405253,-49.61557505439516
1204364,-49.62408678516966,-48.885558765512286
1342288,-50.25667432313592,-49.518146303478545
532896,-50.33560653456109,-49.59707851490372
2442648,-49.56594487270715,-48.827416853049776
1963345,-50.54547683481107,-49.806948815153696
999089,-50.13333094881917,-49.3948029291618
1130978,-69.41536455273277,-68.67683653307542
1381136,-50.382132521428744,-49.64360450177137
1816055,-69.79747506617659,-69.05894704651922
2275571,-50.61684226196146,-49.87831424230409
353648,-55.43550959358836,-54.696981573930984
3352767,-49.646784268942994,-48.90825624928562
3084492,-55.65161372386671,-54.91308570420934
817284,-56.096041778682206,-55.35751375902483
945242,-55.577388558068,-54.83886053841063
3103669,-57.38743454203473,-56.64890652237736
2570888,-50.07828846409974,-49.33976044444237
1790811,-56.58870452618893,-55.850176506531554
679658,-49.85833071308175,-49.119802693424376
1598348,-50.00161345321531,-49.26308543355794
3878455,-50.06002592219051,-49.32149790253314
601072,-50.03604276689644,-49.29751474723907
1125884,-71.68525940368202,-70.94673138402466
1133541,-64.41088962184426,-63.67236160218691
2704198,-50.1277691720194,-49.389241152362025
1685632,-49.47765671624189,-48.739128696584515
2646426,-50.32334979014288,-49.584821770485505
2591703,-49.67590907651291,-48.937381056855536
1626009,-50.49183536824269,-49.75330734858532
426822,-49.71129994489002,-48.97277192523266
379408,-50.003896468349645,-49.26536844869227
2238201,-49.95313696703845,-49.21460894738108
2787161,-49.59451973534263,-48.855991715685256
2716173,-50.26546086860153,-49.526932848944156
2243987,-49.88992614676719,-49.151398127109815
630359,-49.90099169308161,-49.162463673424234
3479839,-55.50175231432415,-54.76322429466678
3395656,-55.45866982591761,-54.72014180626024
1164190,-64.26652622734903,-63.52799820769169
2034413,-49.57979274331847,-48.8412647236611
3530332,-55.072837199084844,-54.33430917942747
3272050,-49.75786978539141,-49.01934176573403
2850642,-50.21802172837022,-49.479493708712845
2821363,-49.890938120376575,-49.1524101007192
3381680,-49.85779934241341,-49.119271322756035
1362869,-50.1081535252344,-49.36962550557703
1003551,-50.37623341079604,-49.63770539113867
1672830,-49.90164360855332,-49.16311558889595
524649,-49.40768884642131,-48.669160826763935
936866,-50.413537732327114,-49.67500971266974
1193569,-49.95792450186817,-49.2193964822108
2225629,-50.26242469885805,-49.523896679200675
594937,-49.3272948904712,-48.58876687081383
1354642,-50.429999791466294,-49.69147177180892
1214479,-49.9573731653046,-49.21884514564723
3360625,-49.350569136405795,-48.61204111674843
1956559,-49.69594175514547,-48.957413735488096
1220408,-50.19682778919099,-49.458299769533625
3751940,-49.91315740810721,-49.17462938844984
2824861,-49.89627916378569,-49.15775114412832
918952,-56.11593340946618,-55.37740538980881
1057082,-69.92699172584045,-69.18846370618309
888305,-50.29384662771414,-49.55531860805677
2606895,-49.910128769746045,-49.17160075008867
646473,-55.94671651629793,-55.20818849664056
664060,-49.989765523766316,-49.25123750410894
2267102,-50.126142053244465,-49.3876140335871
3196003,-50.090729564386955,-49.35220154472958
2265212,-50.7183004413091,-49.979772421651724
742391,-56.017772871346764,-55.27924485168939
885353,-62.76349535300542,-62.024967333348044
2694288,-50.363171359946975,-49.6246433402896
3798572,-55.742083523135875,-55.0035555034785
333266,-50.435586037002935,-49.69705801734556
3507590,-49.876360780103106,-49.13783276044573
1074997,-69.77411582973747,-69.03558781008012
3528334,-49.98399366647661,-49.245465646819234
1735806,-49.94770500831377,-49.209176988656395
1199324,-50.76105423245558,-50.022526212798205
2847370,-49.8672073877006,-49.12867936804323
3460436,-50.12837910753176,-49.38985108787438
817441,-49.82671001319558,-49.08818199353821
1516392,-55.56635455490628,-54.82782653524891
1448363,-50.50458786850876,-49.766059848851384
1914835,-64.75292284348849,-64.01439482383113
1841077,-63.82003318788643,-63.08150516822908
3225483,-49.57506405381991,-48.836536034162535
841393,-50.026699186193774,-49.2881711665364
942528,-50.22457239486941,-49.48604437521204
3180775,-49.872169601205705,-49.13364158154834
437204,-49.63969561658641,-48.901167596929035
1588428,-55.41877377697359,-54.680245757316214
2795276,-55.31795753558814,-54.57942951593077
2000548,-57.060884198402405,-56.32235617874503
2800639,-49.8046180170294,-49.066089997372025
3480956,-49.90336046536527,-49.164832445707894
3855654,-50.67302842971255,-49.93450041005518
657755,-49.93031464836582,-49.19178662870845
998042,-50.184628374529474,-49.4461003548721
317318,-49.347398826211226,-48.60887080655386
2466776,-50.11314013123547,-49.374612111578095
1442887,-49.3455819180285,-48.60705389837113
348003,-50.05815193084222,-49.319623911184856
2053978,-50.35562711733874,-49.61709909768136
1529122,-50.067979959364635,-49.32945193970726
246516,-49.310557876129685,-48.57202985647231
465030,-56.16477847866716,-55.426250459009786
1939370,-49.63417320986941,-48.895645190212036
3938051,-55.79610020256272,-55.057572182905346
3429400,-49.96392078796511,-49.225392768307735
2978942,-56.866504677660586,-56.12797665800322
2172165,-49.87027300283627,-49.1317449831789
3019617,-49.650435345609615,-48.91190732595224
1909820,-69.81881596297954,-69.08028794332218
717785,-49.98787481819191,-49.24934679853454
596145,-50.352147618205564,-49.61361959854819
3217130,-49.83790740832994,-49.09937938867257
1953778,-49.34129692295626,-48.60276890329889
3131324,-54.83630178034811,-54.097773760690735
3864227,-49.8316753549603,-49.09314733530293
603924,-50.41088952838565,-49.67236150872828
820285,-55.67053476846436,-54.932006748806984
3943987,-50.293813294425014,-49.55528527476764
1780045,-50.13353722166392,-49.39500920200655
1365807,-50.062698761228084,-49.32417074157071
1738881,-56.33889588130628,-55.600367861648905
390009,-49.708772460945646,-48.97024444128828
1561058,-55.84881882979446,-55.11029081013709
1645564,-50.980503806539716,-50.24197578688234
3863767,-49.78446381028638,-49.04593579062901
2564552,-50.28262405006302,-49.544096030405655
2404025,-63.32845481456752,-62.589926794910156
2926264,-57.13600987399688,-56.39748185433951
195358,-49.24124786111083,-48.502719841453455
670478,-49.96962233481859,-49.231094315161215
2146526,-56.10160620055716,-55.363078180899784
394308,-50.77798474048909,-50.03945672083172
1467802,-49.924692456076436,-49.18616443641906
542673,-50.112243589435316,-49.37371556977795
1276274,-49.958972248934906,-49.22044422927753
3407853,-50.056274349555636,-49.31774632989826
480639,-50.085274741493606,-49.34674672183623
3297602,-49.35023607978063,-48.611708060123256
3838333,-50.08578412450737,-49.34725610485
3206066,-50.13409591771711,-49.39556789805974
3844947,-50.18887055324254,-49.450342533585165
1807017,-63.585063850296976,-62.846535830639624
3219551,-49.996625815691395,-49.25809779603402
740092,-50.075966335179565,-49.33743831552219
3337105,-50.29510880967187,-49.5565807900145
487347,-49.397044484165995,-48.65851646450862
1348973,-49.91574818398161,-49.17722016432424
3750375,-50.40557882740584,-49.66705080774847
3548311,-49.5974563193162,-48.85892829965883
258755,-49.70320155951226,-48.964673539854886
2806619,-49.56207600886723,-48.823547989209864
3428095,-54.986323548817865,-54.24779552916049
3030501,-58.99443444629731,-58.25590642663994
2743438,-50.10540060614646,-49.36687258648909
2754763,-51.10477084397136,-50.366242824313986
3031633,-51.48385221328937,-50.745324193631994
353730,-49.27981385495262,-48.54128583529525
846103,-49.93601472539956,-49.197486705742186
2018850,-49.72105642870947,-48.982528409052094
524662,-50.27962225868028,-49.541094239022904
3381662,-50.95243415786498,-50.21390613820761
504957,-49.211416494134575,-48.4728884744772
2016790,-57.048357728836024,-56.30982970917865
2547578,-50.068068522892624,-49.32954050323525
3289040,-50.47721971777651,-49.73869169811914
325298,-50.64655870774881,-49.908030688091436
692474,-49.763435842203705,-49.02490782254633
2911568,-49.6987679011428,-48.96023988148543
2686587,-49.93423151353561,-49.195703493878234
1253294,-50.71394915471069,-49.97542113505332
427762,-50.444971982617716,-49.706443962960336
2160781,-50.19353075092103,-49.45500273126366
243664,-49.35518638260692,-48.61665836294954
1990704,-50.02865108466782,-49.29012306501045
225377,-55.86284062748358,-55.124312607826205
1345183,-49.86459782147421,-49.12606980181684
3189665,-49.97580156591027,-49.237273546252894
3405171,-50.01059087366027,-49.2720628540029
1193525,-50.0588336914879,-49.320305671830525
218716,-49.70229741928635,-48.96376939962898
313600,-54.81656941810265,-54.07804139844528
223741,-49.20398886707339,-48.46546084741602
1199528,-49.808494040356145,-49.06996602069877
1336635,-50.291054674591436,-49.55252665493406
3799380,-50.29699653510842,-49.55846851545105
330140,-49.487507960902526,-48.74897994124515
865096,-49.61445830173075,-48.87593028207338
3173040,-54.87638388095867,-54.1378558613013
1255830,-50.79886507838562,-50.060337058728244
2677084,-50.054053909898734,-49.31552589024136
479356,-55.87878525426778,-55.14025723461041
713234,-49.856493725456815,-49.11796570579944
2430237,-49.783552150432534,-49.04502413077516
1644256,-50.272781212440485,-49.53425319278311
2491197,-50.79197859805101,-50.05345057839364
1309444,-49.974365718697214,-49.23583769903984
2627074,-50.093144608423195,-49.35461658876582
2816522,-49.91930916300609,-49.18078114334872
2656582,-56.366246761929006,-55.62771874227163
874297,-50.26952712971795,-49.53099911006058
3293566,-49.94939122201849,-49.210863202361125
3443993,-49.95686843276523,-49.21834041310786
331159,-49.5131844190679,-48.774656399410524
1856435,-63.708832187790755,-62.970304168133396
2725025,-50.0023462532005,-49.26381823354313
447363,-49.58587047296492,-48.84734245330755
3886410,-50.30277065068755,-49.564242631030176
1349895,-49.7443188242663,-49.00579080460893
281283,-49.58442728761409,-48.84589926795672
1516857,-55.67223346935999,-54.933705449702614
2413900,-50.05832251745309,-49.31979449779572
1113716,-70.7935770554954,-70.05504903583804
302068,-62.70394874844466,-61.965420728787294
1861115,-63.84051832314682,-63.101990303489465
1848437,-64.12835488046335,-63.38982686080599
1588997,-56.05455743740565,-55.316029417748275
3752894,-50.28301896479889,-49.54449094514152
388123,-49.45762766348601,-48.719099643828635
372178,-50.297498010703315,-49.55896999104594
1230146,-50.04355931450466,-49.30503129484729
3219963,-55.7884586564377,-55.049930636780324
2881252,-50.25136177320602,-49.51283375354865
1685046,-49.90817117345007,-49.1696431537927
3678439,-50.054008595248405,-49.31548057559104
1485908,-50.58842230195853,-49.84989428230116
3726930,-49.82116144746717,-49.082633427809796
2201844,-50.25744846254892,-49.51892044289155
3439402,-49.82998298664841,-49.09145496699104
2123251,-56.24270738663828,-55.50417936698091
3884748,-50.73459787994551,-49.99606986028814
3688058,-55.91886558066483,-55.180337561007455
3855503,-50.03073955158084,-49.29221153192346
398477,-57.35956689333015,-56.621038873672774
2927496,-64.0903673570567,-63.351839337399355
2737415,-50.1382844365599,-49.39975641690253
628792,-50.271363682997496,-49.53283566334012
874075,-50.13504514654116,-49.396517126883786
1131972,-64.770199227227,-64.03167120756964
3340267,-50.118358873948324,-49.37983085429095
3144954,-55.22624319778893,-54.487715178131566
567779,-49.493520378646664,-48.75499235898929
1394183,-50.210276200702,-49.471748181044624
3722082,-49.94016978064306,-49.20164176098569
953012,-50.176527158396674,-49.4379991387393
1456258,-50.95013613781214,-50.211608118154764
3201618,-49.20169944446771,-48.463171424810334
2750615,-57.033175442967725,-56.29464742331035
876677,-49.91498085620748,-49.176452836550105
2643937,-56.00147241218971,-55.26294439253234
3953295,-50.12356191370515,-49.38503389404778
681325,-50.09531572064364,-49.35678770098627
1479733,-51.26151542070974,-50.52298740105237
2625439,-50.179112626813776,-49.4405846071564
546987,-50.31489826994328,-49.576370250285905
2000617,-49.916391680346486,-49.17786366068911
3777590,-50.441575211138144,-49.70304719148077
3673732,-49.92501595506242,-49.18648793540505
3765442,-50.12895715905076,-49.39042913939339
2449112,-50.523066390436,-49.78453837077863
1224227,-51.15406789597118,-50.41553987631381
2019036,-57.92316305081948,-57.18463503116212
2165173,-56.04517570499152,-55.30664768533415
1493355,-49.84970865422648,-49.11118063456911
1547894,-56.587718755234334,-55.84919073557696
3428498,-50.21936300611774,-49.480834986460366
2945780,-49.927430558929956,-49.18890253927258
2046521,-49.57502326441928,-48.836495244761906
1912754,-64.35921980694765,-63.6206917872903
1288346,-49.821391714500876,-49.0828636948435
1833139,-69.79896771396679,-69.06043969430944
1865816,-63.70761328979631,-62.96908527013895
223023,-49.89363698349176,-49.15510896383439
3057412,-50.27597855230885,-49.53745053265148
1961042,-56.475896846200975,-55.73736882654361
3212808,-48.980212784094746,-48.241684764437366
2572453,-49.865385382660605,-49.12685736300323
3793547,-50.449901483494386,-49.71137346383701
988101,-49.92695066873895,-49.18842264908157
2768010,-49.661030669251616,-48.92250264959424
1335156,-49.86805490199046,-49.12952688233309
344239,-50.125494455081466,-49.38696643542409
2923100,-50.46921292900949,-49.73068490935212
1314114,-50.20543744120734,-49.466909421549964
2418688,-62.264614317614274,-61.52608629795691
2708803,-57.70708909291839,-56.968561073261014
3300480,-50.119801416112644,-49.38127339645527
893496,-55.931755804302206,-55.19322778464483
2774477,-50.07652377499118,-49.33799575533381
2488152,-55.40714154789539,-54.66861352823802
979617,-55.93424651367958,-55.19571849402221
616785,-49.54557540968796,-48.80704739003059
585832,-49.53216818431009,-48.79364016465272
412065,-49.65634262488296,-48.91781460522559
2120003,-49.94471053789991,-49.206182518242535
3164078,-49.8867149900138,-49.14818697035643
3296108,-49.92670408293238,-49.18817606327501
3005222,-56.08518578342496,-55.34665776376759
1340712,-50.15259165022532,-49.414063630567945
2113793,-49.957506926811966,-49.21897890715459
2517271,-55.075527262581105,-54.33699924292373
263280,-50.440778741456135,-49.70225072179876
1040489,-70.83245067604258,-70.09392265638523
2179661,-50.065923735326685,-49.32739571566931
2192945,-56.02397709752003,-55.28544907786266
3019319,-49.90446910902321,-49.16594108936584
3049738,-50.36626193633129,-49.627733916673925
3931504,-55.098113334507694,-54.35958531485032
3481095,-55.985174343656276,-55.24664632399891
2781684,-49.88096593615894,-49.142437916501564
2577078,-50.486015472808745,-49.74748745315137
254821,-49.21771544213771,-48.47918742248034
2598443,-50.188322658143136,-49.44979463848576
