sample_id,y0,y1
1919492,300.52178343861465,303.7833289792846
1504599,23.52699881754897,26.788544358218935
679671,-679.6209850331688,-676.359439492499
3245191,10.89969254745085,14.161238088120816
3141674,-189.18315604112738,-185.9216105004574
1201466,12.129042401489253,15.390587942159218
673945,-698.5181536123645,-695.2566080716946
1913677,324.5114127277294,327.77295826839935
1848857,291.34487239099116,294.6064179316611
2179193,-6.259175844977243,-2.997630304307278
2582427,-684.8868939181882,-681.6253483775183
1888312,321.96124892344415,325.2227944641141
2608236,5.9701798019932815,9.231725342663244
1492650,10.815158591543373,14.076704132213335
3141228,22.330827966535438,25.592373507205405
1944913,18.083302454060163,21.344847994730127
195876,43.34300521503754,46.60455075570751
738233,-703.3689719042324,-700.1074263635625
3728173,56.57938340012617,59.840928940796125
1939847,54.38369994957597,57.645245490245934
2775184,9.49730395597327,12.758849496643233
2850054,-1.0038888473716736,2.25765669329829
922092,322.567462669747,325.82900821041693
536234,-687.5719032044966,-684.3103576638266
2008967,10.34498100205074,13.606526542720703
1943113,-660.1950214368707,-656.9334758962008
2639425,35.15614762204066,38.41769316271063
3444755,15.165289992257502,18.426835532927466
3264783,8.690433379102654,11.951978919772618
1911157,-378.7373759540689,-375.47583041339897
1820007,364.66240041846453,367.92394595913447
2784688,8.8161168314297,12.077662372099661
3942630,25.77149368624713,29.033039226917094
2754822,-91.65862867477581,-88.39708313410586
2563152,-675.1700309665123,-671.9084854258423
2759270,19.646170548668465,22.90771608933843
545608,30.398297592561143,33.65984313323111
1395689,31.303255692408587,34.56480123307855
3471725,18.061246915341222,21.32279245601119
1917182,294.7630381084108,298.0245836490808
1241056,9.717921730655892,12.979467271325856
1682697,9.84173113334751,13.103276674017474
466286,-687.7149835160583,-684.4534379753884
2547531,23.722977958093217,26.984523498763185
3224931,-671.5968747868752,-668.3353292462052
363071,18.721738854724,21.983284395393966
2502990,40.42837542798389,43.68992096865385
2785605,19.098451719709065,22.35999726037903
1437322,28.866972478050005,32.12851801871997
522722,28.286589470811165,31.54813501148113
3398623,17.976703802485282,21.23824934315525
2494333,24.402396147095633,27.663941687765597
1505654,31.1719468802032,34.43349242087317
1376671,20.52064189533952,23.782187436009483
3865466,8.582889413774447,11.84443495444441
898431,12.526696274787106,15.78824181545707
1561345,74.5688451778219,77.83039071849187
2609753,-704.7904956172324,-701.5289500765625
352584,28.4815703140323,31.743115854702264
2522627,-16.41136763072888,-13.149822090058914
1781916,17.07570137742892,20.337246918098884
1974336,23.042344747192207,26.303890287862174
2999989,-1.4539946444038394,1.8075508962661244
2995394,7.56121836043765,10.822763901107614
978568,27.411466435060213,30.67301197573018
3682830,77.33062907066194,80.5921746113319
2920008,13.640250546091933,16.901796086761895
2670367,33.93650359353694,37.198049134206904
1359458,23.987664206872616,27.249209747542576
2451150,13.295031824461763,16.556577365131727
3243218,27.350993563999914,30.61253910466988
1820959,270.8049576262691,274.066503166939
3788210,-670.8129990844993,-667.5514535438293
1789957,25.67506577835378,28.936611319023747
1444695,22.11298899222541,25.374534532895375
3405257,-1.8696815863380314,1.3918639543319322
1057304,291.9747677180729,295.2363132587428
3058364,18.362870758021717,21.624416298691685
3675319,-687.4334330370593,-684.1718874963894
449333,17.955794191611997,21.21733973228196
3116565,9.996803280418494,13.258348821088457
428508,41.68385450561547,44.945400046285435
1420043,15.733744755860709,18.995290296530673
1254187,-13.747726494024647,-10.486180953354683
2825504,28.829866710799546,32.09141225146951
1285127,21.633218878229414,24.894764418899378
1127691,321.559713305932,324.821258846602
1558060,22.20680003345735,25.46834557412731
1090932,405.83194007813984,409.0934856188099
2192535,6.684680807150458,9.94622634782042
2939558,-694.564961189556,-691.303415648886
675196,-695.0188913096329,-691.757345768963
1240361,22.7978722629196,26.05941780358956
1623351,3.3573386416566193,6.618884182326582
2921392,-8.477237124767491,-5.2156915840975255
1836393,346.9925078352697,350.25405337593963
3781883,-683.2561645755166,-679.9946190348467
2780386,20.027259495355043,23.288805036025007
2548810,6.462901504897131,9.724447045567091
515356,-11.376510682967398,-8.114965142297434
3447972,15.045792589474829,18.307338130144792
2997864,24.34628640142697,27.607831942096933
2820515,7.62188450168485,10.883430042354812
1305054,16.68611682703403,19.947662367703995
3505217,18.849158971402016,22.110704512071983
2657505,4.1870983256427055,7.448643866312669
2005236,12.578906597531066,15.840452138201032
1574014,27.35988684543066,30.621432386100622
3007919,-1.1207476331850654,2.140797907484898
2870066,22.276775560236615,25.538321100906582
1950782,36.3779072231801,39.63945276385007
3777590,40.38317591023806,43.64472145090803
446137,5.991451380003032,9.252996920672997
813032,31.536703239078037,34.79824877974799
2845868,327.63651273695723,330.8980582776272
1733345,-684.0608108367278,-680.7992652960578
693452,6.82456487221542,10.086110412885384
1604984,-1.2442853581879603,2.017260182482002
2839142,90.45021837304738,93.71176391371733
352380,20.66370232005075,23.925247860720717
2689857,23.07707964950063,26.33862519017059
2282258,1.9171582204877708,5.178703761157735
1070755,316.5859299517553,319.8474754924253
3912220,19.86555796710041,23.127103507770375
3835544,30.564684489769743,33.82623003043971
290512,54.761514141148474,58.02305968181844
394958,10.58117307336208,13.842718614032044
1327540,20.935023295410996,24.196568836080964
1428538,26.827892594324126,30.08943813499409
2903503,16.927279742190986,20.18882528286095
1530823,12.912387375764053,16.17393291643402
310787,-696.9391682793929,-693.6776227387229
593811,21.331890102343102,24.593435643013063
2397735,-342.5778015753361,-339.31625603466614
3744819,44.96563247569706,48.22717801636702
