,sample_id,y0,y1
0,1436835,1.3011593331980291,1.4218386944655468
1,1402938,1.6595942188671646,1.7802735801346818
2,1132791,1.5330769956550374,1.6827920489398167
3,536767,1.0750938089025253,1.1957731701700427
4,1739855,1.5905776271283538,1.7077856861564864
5,1815101,0.957100314814486,1.1116774029207084
6,3369623,1.3965593692993354,1.5172387305668529
7,1563012,1.3017517375347532,1.4109036861855906
8,2222826,1.4035475939832651,1.5126995426341028
9,380162,0.6406428140920389,0.7613221753595565
10,1512814,1.1506671014066332,1.2713464626741504
11,3440885,0.9106475479447458,1.0799970513679755
12,1230990,1.321375493662296,1.4420548549298136
13,1997770,1.74609633200908,1.8633043910372125
14,3130925,0.5498526752745699,0.6973242180734048
15,2130722,2.1797016381823604,2.271349784974032
16,833505,0.8464119253033903,0.9555638739542276
17,3539294,0.9383582862282134,1.0590376474957308
18,420163,1.1307520800502393,1.2656854732926914
19,1082330,1.8100564370468677,1.919208385697705
20,2671980,1.6202352685733736,1.7293872172242108
21,263067,0.9819389777428764,1.1349524240049516
22,2048302,0.6213014195330441,0.8121912488535248
23,3721402,1.223477691467313,1.3441570527348308
24,2434977,1.6908458470416146,1.8115252083091318
25,926971,0.8739902551558576,0.994669616423375
26,2029855,1.3755926400220342,1.5105260332644863
27,1766488,1.1747647571508435,1.3096981503932958
28,726855,1.3090688820119292,1.4565404248107643
29,2536769,1.3730201852749593,1.4936995465424767
30,3187708,1.0251692003043589,1.160102593546811
31,2062654,1.0690444698921349,1.1781964185429723
32,1705439,1.3724786665857325,1.493578022809585
33,1711178,1.3019020307543636,1.4018245170487171
34,2913633,1.6506615369632172,1.7713408982307346
35,2467031,0.5568412307441366,0.7861377820207958
36,329722,1.4962396032872234,1.595876084165944
37,645667,1.2372838454010675,1.346435794051905
38,3260826,1.1404589037790274,1.2934723500411025
39,1820189,0.9904772316193368,1.1210842921559152
40,1148088,1.558374983676321,1.6675269323271584
41,2460647,0.927467850642844,1.0624012438852959
42,3139855,1.243195721522358,1.3523476701731956
43,1787904,1.018091441183986,1.1947950422468074
44,3651112,1.5066430115506522,1.6210365941766878
45,1858532,1.2429673849088505,1.3521193335596875
46,666980,1.0277506325404362,1.1626840257828883
47,266094,1.3356412525037435,1.444793201154581
48,1562849,0.6064201937839373,0.8052961118688632
49,1105859,1.0028851801338987,1.130006112755989
50,1592938,1.6569248103037688,1.7875318708403474
51,1040301,0.955495774308134,1.1100728624143563
52,875773,0.9351870276916164,1.0558663889591338
53,344100,1.4358408668584768,1.5449928155093144
54,2137039,1.1373803332081227,1.24653228185896
55,1097714,1.3188716963016367,1.4141856668792825
56,2227515,1.3192296566790924,1.4399090179466096
57,1692227,1.992308829752984,2.084457554417539
58,2759662,1.3251033806952628,1.4342553293461002
59,1934435,1.738532166281277,1.838454652575631
60,2777754,1.4099942735482476,1.519146222199085
61,3052324,1.82901831492096,1.9462263739490928
62,564555,0.8973560084290668,1.0065079570799045
63,2515531,0.9541324223437054,1.0812533549657957
64,2261786,1.3200716617982649,1.4292236104491025
65,1321996,1.2352664953700814,1.36587355590666
66,1702232,1.1444429452731961,1.2655423014970486
67,893411,1.0588098508606332,1.201850438510439
68,3801516,1.3469007679541545,1.4675801292216717
69,2603573,1.3253992640288188,1.4784127102908935
70,3793187,1.1833179809183163,1.3104389135404069
71,2266092,1.4630904910655609,1.5980238843080132
72,1915321,1.617995328518603,1.7386746897861205
73,2564658,1.7491882785393216,1.8583402271901588
74,442210,1.4062305388507383,1.5269099001182558
75,3864305,1.2371586224845177,1.3720920157269698
76,2276958,0.9575392045208058,1.084660137142896
77,590554,0.1807008917692347,0.40999744304589386
78,278688,1.5926983850445364,1.713377746312054
79,548036,0.8489650787006987,0.9838984719431508
80,2914221,1.1185355579958616,1.2423518685481063
81,1279891,1.4567727753682544,1.5917061686107066
82,3861856,1.4308187123331049,1.5514980736006223
83,3151614,1.3686486015483144,1.5035819947907665
84,523902,1.5796525024065624,1.6749664729842082
85,1442968,1.421255762290864,1.5561891555333165
86,943414,1.3440566871848552,1.4612647462129875
87,1044255,1.0883083245666236,1.2251169286354924
88,3665055,1.6577454747976899,1.7721390574237257
89,2603141,1.0590477682130015,1.193981161455454
90,1272717,1.3532005304983654,1.4881339237408175
91,2105897,1.359057518225279,1.4939909114677314
92,1962561,1.5448541401244609,1.6543494849492726
93,2599185,1.2187624886499142,1.3394418499174316
94,2534630,1.2670182934290215,1.4019516866714736
95,229692,1.582398639726279,1.7030780009937967
96,3358360,1.3844474532867663,1.515054513823345
97,2827252,1.9847861668365248,2.093938115487363
98,2892233,1.396028650547494,1.549042096809569
99,3113759,1.2633868825816754,1.4064274702314812
100,1337452,0.6520955720745584,0.8308892442997179
101,2218716,1.2387758261619604,1.3594551874294778
102,503982,1.148215636857358,1.2688949981248754
103,2060468,1.5233044133006115,1.6324563619514492
104,347400,1.1463204431216838,1.2893610307714896
105,2684159,1.259134390893102,1.3798137521606193
106,2706205,0.965366399144538,1.0860457604120557
107,2646755,1.4612858335620615,1.5756794161880971
108,3419423,0.9757126105044236,1.1392416348164651
109,3134917,1.418701418610471,1.5183378994891918
110,2747193,1.0877257495644472,1.208405110831965
111,3918398,1.331776271843337,1.4814913251281163
112,225797,0.9607857396556574,1.091392800192236
113,1247618,1.1800962117531442,1.3072171443752345
114,3725630,1.1115801743172151,1.2322595355847323
115,1910037,1.2421090838248217,1.369230016446912
116,1887827,1.2040467141239102,1.3389801073663623
117,1761921,1.1641626434864738,1.2785562261125094
118,1107092,1.0403161538081471,1.1609955150756648
119,3079232,1.2000253234907792,1.3091772721416164
120,1315151,1.1418074233430613,1.2414439042217824
121,3840385,1.1187577145487384,1.2394370758162556
122,3507940,0.9786615880785732,1.1135949813210253
123,2107128,1.2394812415871015,1.3486331902379392
124,1572450,1.2578219432102176,1.3722155258362532
125,3224241,1.3704187953745215,1.5053521886169736
126,570002,1.2632209887623218,1.3723729374131592
127,2459013,0.8528277549709291,1.000299297769764
128,2919734,1.2011898606944116,1.3218692219619288
129,1204454,1.2561865685025304,1.3653385171533678
130,1497964,1.2434999769113515,1.3641793381788692
131,2975241,1.4657712427510767,1.5829793017792095
132,2467313,1.6862268956558415,1.7858633765345628
133,1628613,1.2504853696935558,1.4140143940055971
134,1586654,1.2094520746361872,1.356923617435022
135,1045882,1.0788423108129097,1.1995216720804271
136,1535253,1.6248202888182606,1.7454996500857778
137,3089019,1.4783024959917244,1.5989818572592416
138,2821254,1.4156868321091167,1.5363661933766342
139,902036,0.7014570591921292,0.8923468885126099
140,1793816,1.6741727671772642,1.7804776958762256
141,2998203,1.1083804737921172,1.2433138670345694
142,277357,1.3708231412488063,1.4915025025163238
143,820748,1.6967448834395484,1.7991792664725217
144,518359,0.8127806799433749,0.9564120159756844
145,1149278,1.6398967655742536,1.7605761268417708
146,471275,1.8057651714586818,1.905401652337403
147,3251908,1.2845533643012412,1.432024907100076
148,546278,1.2589070610024795,1.379586422269997
149,2006473,1.6776664449456489,1.7948745039737817
150,1323118,1.372691051370708,1.4818430000215457
151,757067,0.9105673695711658,1.045500762813618
152,878599,1.0225689005225735,1.149689833144664
153,2253636,1.298149077063586,1.4153571360917183
154,2797873,1.5786935151852552,1.687845463836093
155,3448732,1.438067623677333,1.5730010169197854
156,1885085,2.0800490053494656,2.1892009540003032
157,2154597,0.9766962668171348,1.1038171994392252
158,2919453,1.4071168662303846,1.516268814881222
159,2860092,0.9555763751089446,1.090509768351397
160,314160,1.540104424711048,1.6607837859785657
161,3704923,1.504402582495297,1.6187961651213325
162,1131315,0.5593180530721554,0.7713608876495806
163,3435971,1.3073993232135712,1.4709283475256123
164,1516013,1.4254513981503778,1.5346033468012152
165,3126311,1.2329176828639783,1.3420696315148155
166,620527,1.3994144000773283,1.5200937613448458
